5a6b04657a4c5ee34285d1e4619a96b4,1
1949890685a12526806e9463ba1a3964,0
473795a355d29305c3ea6b156833adf5,0
1d9c26a3cc1a9a167955e3922b597210,0
6c32e1f7898b6a905ee6ccf087461abd,0
382d28bfa85a9857cd10bfdb1b8b7f80,0
9c7bdf67b06b419aefb93cfdfc96c55d,0
12715d8bb61f9c2c26219377d9737584,0
7cd29da0653abeb444703cc5a957f479,0
b864b103180d5a6a3f830e67f93e8735,0
8bc9dee0f2da0b7ad43095be7ad8414f,0
b846c1b90a30689a98f530aa20edd424,0
fd8a5b9a8a79d7ba0739d69be5dc5aa1,0
bb0697bdc552a255c992d331ca09afe3,1
b6f134ff2933bb0ee1f36e2865f21a91,0
d5f4f441812a9a67cf8fa6d6019192c8,0
0fc6914383c2bea767a9562c9d8b43a1,0
3c980d4656c6379e6dfd704a2cc48a88,0
4af813a3e5bc89370ef80fe126542076,0
e96867993d08fadbc6f828871885f897,0
0c5801458e74f9b6c23b44c331426e30,0
3ff81cd0e0861e991bb0106c03c113ca,0
6e2c62713ec17c681eacdf653dddb4e5,0
eba7488e1c67729f045ab43fac426f2e,0
c1488892604e4ba5cff5b4eb4d595400,1
b3b0bce74668bf355cbd94db1e4d17b9,0
c66def7098f4d87751f40c3a4855ced1,2
42d2add84cc80443a8128adc87b6a958,0
f293394c72c9b5fafd7023301fc21fc2,1
c3b8f6be3507bb05fd83797f81f679bc,0
ace91f88d635b9e5563e36cc0a0a8f09,1
4a90b44b456e79e7a33435fdd36e551f,1
4e77e23d6c2215228d4ab312c0b8d405,0
36696562bef043d7e07305d62baf5ca7,1
989fd236458b9c0410bc6e1cf23cde4d,0
98cd3776d33bddd0ebf8ad8b4732d1b4,1
990ecadcf56234a68b3a0af8d01c0d8a,0
4632bc49b300378ed4f1d48f424d414e,0
57d9a5d185e8254383504f57c4b8ddcc,1
92ee7c820f6eb0c532ecd94508e3cc29,0
c006d1427332464b79808bd9dfaec943,1
269e87010f6d5e57015a90b00983e334,1
f422d0d9f8b5f7c27289382b14b61248,1
43bb8825dd6838251606e5e4130cfff4,0
ec1600d8f15b93ce3e402f522696a18c,0
2b50a33b93e3b489f648b9166a62e13d,1
ad5396bf96af6ede77130e54ad266c61,1
6c0163ecd7df58f4240f9a83ca6079c7,0
bab7ff9abbcc13690a62d015f2ca8e44,1
9fe172fa8e662ca8572cf12abf8bce23,0
636f5be2cd52da4047bb73b7b15329e3,0
e9eebb8e8ba0fadb9020f8ba1c003b48,0
a760ef0bb70c954d79e62ec6023d380c,0
aafec8ef0f0e7bf2f2b811450df61818,1
eba7488e1c67729f045ab43fac426f2e,0
473795a355d29305c3ea6b156833adf5,0
c1488892604e4ba5cff5b4eb4d595400,1
5691a536d459e5cb326b7bedce928067,1
0980718a7bdcf89f5848b202b6394965,0
fd7fd78fd3cbc1b0a6370a7909c0a629,0
1da5a90b5fbd1e1bc37b7bbb999c7bd3,0
3ae08df6bcbfe23586dd431c40bddbb7,0
b11456f416365fcb044ae90260691ccd,0
c2c503e76e239d461b3e92222f6b49c5,0
a671b5c0b737258c5a3262826e3dd9c5,1
5cd07c84a1c25575ac2fc3fa73f1d952,0
48a12f318432c4b6a1fdfd5d79372e66,0
66e08854f9319c6aa4874ca435598331,0
a8fe47ad6f852f93cc92c7b408687de3,0
79938780eb7ffb7289f59a9a283bc06b,1
afad7a4420a4348d41da23ed8d0902dd,1
d38001d747d4cd832d1ceb2c2d3ca15d,0
33ec1056063990a554e2e2cd85219de5,0
bdcec8e22b04a8f4241d87bcfe9ea877,0
10dd77710da08ea43018cb3b4cedff92,0
7cd29da0653abeb444703cc5a957f479,1
a10553a1882cc51b8910c246613fb0b0,0
9805b37a2e4983fb5dbb5c8168590c44,0
7a18f72d8f0acfbd60eea36f2644ce8e,0
fd440fd792fd8a4b681f1eb258c25445,0
8b39be5bbb8a4585ed19cacbf4162c27,0
ecf23a6c1689e2bed38171ececac6138,1
57e5c7033739b88d673eba67e9cf9376,1
5e80fe2cee2f6de9a494047ed35a2fe3,0
525a5744fb5d26e4035d0610446900c5,0
f422d0d9f8b5f7c27289382b14b61248,1
bdfe450775bde583b7abb5698f1bd6e2,0
cf78006a2a6b0429b9663edd99bb38f9,0
fb01a5fc09b9b9563c2ee41a22f07d54,0
d9894482fba41f536a273ba2276d951f,0
6dab56beb5263f0d554cae5c55809208,0
79bcd1f7f00535c801244eb999d8d290,0
fb21cbf5cf37c8282a583cf8b6e770dc,0
5008f57a319af1670091cd1d64656910,0
660422061e06da17ca6101e9d6b7aae8,0
a694f2632fae82ef419fd71587103dc9,1
de6517dda8e49774f58c07f80abc8d7a,0
2636a9812d151c718b53387171ce08be,0
abba22ec8f8647474e51e996d74da8e7,0
c29a770821480abc0e0150220a24e7cc,0
1178e5819b87e4a8846d636e39df026b,1
c57d1d566402540eb9be608112ced702,1
f9bb291280bceedf7840b89e1e75b89c,1
0b230f10ac2cfc4c831b825bf31a5de2,0
33fac76e7f17367dedaef7954bbb33b4,0
896a64a7f34cdfef2c60ce59fa2a148f,1
e12685e3aebb14bb04c2b22992de81cd,0
b560b8ea76437c088ea9a83c49316fb5,0
1c1baeabe25824c8c22b511643852906,0
35084deab9603bbb6035bb8638b1df89,0
8a8ffceebd3e62e6b982760275d38128,1
5a6b04657a4c5ee34285d1e4619a96b4,1
8f1e43e0e3374ed8c84df748034d6179,1
21fb5057dd6a737df6851a7ab7a130da,1
d48e56be99464cbf285a9da17f618165,0
bf128b5dced56e2ec0391179eb70443d,1
eba7488e1c67729f045ab43fac426f2e,0
c351fada6ffa67ee3876b1cc568a90b0,0
c1488892604e4ba5cff5b4eb4d595400,1
d0b92134fa97a1ead038775a821847ea,1
2ef9d434efcd0544c16be36a03c7652a,0
d26580768894ea0cdc9f19dc672956c2,0
3d37da85f5e66558333fb5daee494736,0
87ecdbf76c33c8f2dabc40eeb821dc6b,1
a819714dd23a6ac18b1be2b13686017b,1
e7ffaa35a5caaca3366f5cc5705b5fb2,0
3cacd5299c846cb08ae1e445fd78392b,0
2c818013dbc95f5cd2d6a393a31813e0,1
d984b9203bd56960bbdda0bb7f05f781,1
bdcec8e22b04a8f4241d87bcfe9ea877,0
107177bf61755f05c604fe57e02467d6,1
0f3c8906e5b08127d539956bc587074c,1
f3c2d01a84c947b078e32bbef0718962,1
ecac086eca2f806295b1f43b4f6ca119,0
027cdd14a677a5834bc67a9789db5021,0
95c40b993a22463c83beb5c51a03d46c,0
661e3bba6bdb874638367462b49ae590,1
05fca08b4d54ab5d1d371db7d5534136,0
5c12fb778168a77e3ffc8d7dd7a689fd,1
cd2c03056720c7de4d6a59c1167bdee0,0
44377a26f7c80dbf0a9b2b300604e6bf,0
eba7488e1c67729f045ab43fac426f2e,0
d32c445df9d36f1cdfc915ed14ee44cd,0
a5c3ddb1a400f50d1cf7138727aec136,0
bfce5e847034e1fbbc1ed0bff6a372c7,1
4e0946aebc8e1d7521219ec1e7380aed,1
bcaa4355b2521984b94978febf3f2b10,0
e1ed3c28e40cbce2783e79eea79e8701,0
27051f70cfcbd63fec388f34e1f0d2a2,0
aad225c687cc75ba1148d41f2ce414c2,0
b73f6899a58fe7a37e55149e9a11c717,0
5cca824e6a0eebe738c8a6381d0d9349,1
eba7488e1c67729f045ab43fac426f2e,0
e095c986136fd680308f08bc98f20a53,1
3d37da85f5e66558333fb5daee494736,1
cfd43c5e600d45ac029357406b05dd82,1
83a26c42a5f94b7456425cd0cd20daf8,0
e41a6ac2f57a273eb0d214c7cbab5db9,1
8bff0b13faf092077c3bba691c07ff16,1
f3dd572f31692bb5b6ab21d2af0673b1,1
9c7bdf67b06b419aefb93cfdfc96c55d,1
35bd74b6319ba18ae4f30d8b54144fd2,0
dc82d7e8f99966cb4c641f7ea5590eaf,0
e24f73b7631ee3fbb2ab700a9acaa258,1
e41a6ac2f57a273eb0d214c7cbab5db9,2
cf1d8e226162a1d0ad61f29b7ed72d82,0
52b668edc0d0c20cd9319bfda4019597,1
e338f548cda0b52650b9acfd317a74db,0
e9b3cf27d68caa64832c4a7c460abcb9,0
8814a3da37fb9673a5ac06f82a2a00a9,1
b73f6899a58fe7a37e55149e9a11c717,0
4fee671ea459ebc96546523917e254a5,0
a063b454bac19ab435a4594bab9b9eed,0
6aeed495dcb87dd06532f70dea6ebb5a,1
33e0cfd1cd80a0491da068d7a7f93ff8,0
c3b7e4d83e530c27a8e6368296aece48,0
ecf23a6c1689e2bed38171ececac6138,2
29bedbfbe73ea473396306b4f0c010ec,1
dd6a505f83dd3c6326aa9856519e0978,1
c62dee961914cc2e49239963b04258ec,0
8f1e43e0e3374ed8c84df748034d6179,2
44377a26f7c80dbf0a9b2b300604e6bf,0
79938780eb7ffb7289f59a9a283bc06b,2
6b2c1aa8429875eb5ade006973f8bad8,1
2aa489c905e1d41d8c716a6d6912d8c2,1
a18c130946b89ab774bc5948fe71e2a5,1
e7ffaa35a5caaca3366f5cc5705b5fb2,0
f9bcf9d8e89d012d7dc24fe4de0abd80,1
d6f3bd7b1fc04fb1a2effb51ae44ab17,1
201ec8e4fb8456dd06265be68eb419a7,0
3410cbd7df2130ec3cb9300ef0fe3df1,1
112dad9870ca76046f327b9c08f00b29,0
6d2928252aa5ba6a5fc439571dd0d748,0
4c7d4a2efde21e3bf1660926fabc6a9d,1
44377a26f7c80dbf0a9b2b300604e6bf,0
85b99d83c60cab5b4d8f927ad35212a1,0
